Symbol,Direction,PValue,Dataset
PARP9,1,5.48E-13,Discovery
CPE,1,2.81E-11,Discovery
SP110,1,3.44E-12,Discovery
ZNF641,1,4.91E-09,Discovery
HMGN3,-1,5.69E-11,Discovery
HIST2H2BE,1,2.45E-05,Discovery
KIAA0101,-1,7.18E-08,Discovery
AGPAT2,1,2.19E-10,Discovery
ID3,1,0.0003406542275,Discovery
CEP152,-1,0.0006610610931,Discovery
RFC2,-1,5.66E-08,Discovery
DUT,-1,3.41E-11,Discovery
HCFC1,-1,2.77E-09,Discovery
PREI3,-1,0.005651376109,Discovery
COL12A1,1,3.14E-09,Discovery
NPNT,1,1.37E-07,Discovery
BUB1B,-1,2.88E-08,Discovery
RP13-15M17.2,-1,1.30E-05,Discovery
DUSP4,1,1.24E-08,Discovery
C1orf19,-1,9.46E-07,Discovery
FRG1,-1,3.06E-09,Discovery
HSPA4,-1,4.91E-11,Discovery
NBN,-1,0.005213090451,Discovery
FLJ11184,-1,1.03E-10,Discovery
TIMELESS,-1,2.08E-09,Discovery
FAM98A,-1,2.04E-09,Discovery
NUDT1,-1,4.62E-11,Discovery
UNG,-1,8.64E-06,Discovery
CNOT8,-1,7.93E-09,Discovery
BUB1,-1,2.88E-08,Discovery
PLK1,-1,9.39E-06,Discovery
FOXN2,-1,0.004145686738,Discovery
CD74,1,3.43E-07,Discovery
TMEM142C,1,5.90E-11,Discovery
C13orf3,-1,2.73E-07,Discovery
MDM2,1,1.48E-08,Discovery
TMEM140,1,7.50E-07,Discovery
UGCG,1,3.17E-08,Discovery
LTB,1,7.65E-11,Discovery
MPDU1,-1,1.87E-05,Discovery
CDCA7,-1,1.85E-08,Discovery
CENPK,-1,5.04E-06,Discovery
BCL6,1,2.54E-06,Discovery
MSH2,-1,3.16E-11,Discovery
ABHD11,1,3.70E-09,Discovery
HGD,1,4.45E-07,Discovery
LOC88523,1,0.001099385378,Discovery
RAD1,-1,4.15E-09,Discovery
LOC124446,1,1.51E-07,Discovery
CDCA3,-1,1.95E-10,Discovery
CENPM,-1,4.30E-09,Discovery
BRCA1,-1,3.62E-08,Discovery
SUMO2,-1,1.14E-08,Discovery
PIGU,-1,2.02E-08,Discovery
CEP27,-1,1.59E-08,Discovery
CMPK,-1,0.000187965097,Discovery
ARHGAP11A,-1,5.70E-09,Discovery
HS2ST1,-1,4.64E-07,Discovery
FLJ20366,1,5.57E-07,Discovery
RBBP8,1,8.79E-13,Discovery
IFIT2,1,5.31E-12,Discovery
HS6ST2,-1,1.46E-07,Discovery
CRELD1,1,3.46E-08,Discovery
PPP1R12A,-1,0.0001564019161,Discovery
ANLN,-1,3.11E-07,Discovery
C15orf29,-1,2.89E-05,Discovery
SLC41A3,1,4.73E-06,Discovery
ELOVL7,-1,3.30E-09,Discovery
POLE,-1,3.22E-12,Discovery
NMU,-1,9.29E-14,Discovery
POLQ,-1,4.39E-07,Discovery
RASD1,1,8.79E-13,Discovery
CCNE2,-1,0.0005050759399,Discovery
KCTD17,1,9.80E-08,Discovery
APBB3,1,2.16E-08,Discovery
APOE,1,1.24E-06,Discovery
MAP3K8,1,1.68E-10,Discovery
RFX5,1,1.12E-06,Discovery
SERINC1,1,3.43E-07,Discovery
CDC7,-1,2.02E-05,Discovery
SMYD3,1,1.01E-05,Discovery
ESPL1,-1,3.01E-09,Discovery
C1orf9,-1,5.27E-12,Discovery
TCEAL1,1,1.74E-09,Discovery
CEP350,-1,0.00883775095,Discovery
BCL2L1,1,2.58E-06,Discovery
OSTF1,1,3.07E-07,Discovery
UAP1,-1,1.22E-09,Discovery
NRP1,1,2.65E-10,Discovery
MKLN1,-1,0.01146576593,Discovery
XAF1,1,2.91E-05,Discovery
SFRS10,-1,1.18E-06,Discovery
TMEM167,-1,5.43E-09,Discovery
SPATA13,1,3.52E-09,Discovery
TGIF1,1,2.88E-08,Discovery
TUBA1A,-1,2.91E-07,Discovery
XRCC6,-1,2.04E-08,Discovery
PHF3,-1,0.0006910154558,Discovery
PIGW,-1,0.0001356171149,Discovery
SLCO4A1,-1,3.52E-10,Discovery
CARD10,-1,4.41E-08,Discovery
IGFL1,1,7.75E-08,Discovery
PTTG2,-1,5.94E-08,Discovery
WDR67,-1,3.83E-08,Discovery
WDSOF1,-1,9.45E-11,Discovery
DNAJB2,1,1.49E-10,Discovery
BECN1,1,9.82E-10,Discovery
RLN2,1,1.43E-05,Discovery
FAM102A,1,7.32E-11,Discovery
ZNFX1,1,3.92E-11,Discovery
DTL,-1,4.44E-07,Discovery
CREM,-1,2.70E-13,Discovery
IFI35,1,1.78E-08,Discovery
OAS3,1,5.90E-11,Discovery
PHF19,-1,6.82E-06,Discovery
SAS10,-1,9.36E-10,Discovery
ISGF3G,1,4.54E-15,Discovery
SERPINA1,1,3.70E-08,Discovery
EVI5,-1,9.94E-11,Discovery
WSB2,-1,3.59E-11,Discovery
SGOL2,-1,0.002714336663,Discovery
C5,-1,7.42E-09,Discovery
PCOLCE2,-1,2.79E-11,Discovery
LOC729843,1,8.23E-10,Discovery
MFSD7,1,2.53E-08,Discovery
CEP55,-1,4.26E-08,Discovery
ITGA2B,-1,2.17E-09,Discovery
DDX39,-1,3.98E-08,Discovery
WSB1,1,0.000797776828,Discovery
CDC2,-1,7.17E-07,Discovery
TSC22D3,1,6.23E-08,Discovery
ZNF714,-1,1.13E-05,Discovery
RPLP0,1,3.20E-08,Discovery
RLN2,1,1.02E-06,Discovery
GRB2,1,6.74E-07,Discovery
ZDHHC9,1,1.74E-08,Discovery
SNAP23,-1,3.53E-09,Discovery
SMC2,-1,5.34E-07,Discovery
RHOU,1,3.02E-07,Discovery
TCEAL3,1,2.95E-06,Discovery
ENSA,-1,7.83E-08,Discovery
ZNF813,-1,1.41E-07,Discovery
DLG7,-1,1.87E-07,Discovery
NOL14,-1,9.34E-09,Discovery
TUBB4Q,-1,2.88E-12,Discovery
EME1,-1,1.09E-08,Discovery
IGFBP5,1,2.25E-13,Discovery
FLJ11286,1,2.66E-09,Discovery
LONRF2,1,6.22E-09,Discovery
PACSIN1,-1,5.93E-07,Discovery
TAP1,1,6.66E-11,Discovery
STARD3NL,-1,2.34E-11,Discovery
RBCK1,1,1.15E-09,Discovery
AP1S1,1,1.21E-05,Discovery
NCAPG,-1,3.04E-06,Discovery
FGF14,1,1.40E-07,Discovery
NUDCD2,-1,2.70E-09,Discovery
BCAS2,-1,1.05E-10,Discovery
CKAP2L,-1,1.44E-08,Discovery
MCTS1,-1,1.43E-13,Discovery
CCNB1IP1,1,7.30E-06,Discovery
DHRS3,1,3.31E-08,Discovery
PTGES3,-1,3.93E-10,Discovery
HLA-DRB4,1,1.19E-07,Discovery
FLNB,1,2.97E-07,Discovery
FUCA1,1,3.70E-09,Discovery
UGT1A6,1,0.01295508422,Discovery
BCL2L12,-1,5.72E-09,Discovery
LAMB2,1,1.16E-07,Discovery
VTCN1,1,3.01E-11,Discovery
CDCA4,-1,2.74E-08,Discovery
PTTG1,-1,3.67E-09,Discovery
SAT1,1,6.86E-10,Discovery
E2F8,-1,1.31E-07,Discovery
SUMF1,1,1.64E-06,Discovery
IFT20,1,2.12E-09,Discovery
MYC,1,6.64E-09,Discovery
RMI1,-1,4.46E-06,Discovery
PLAC1,1,1.44E-11,Discovery
YPEL2,1,1.61E-11,Discovery
C6orf151,-1,9.57E-06,Discovery
TRAK1,1,5.85E-10,Discovery
CRB3,1,2.20E-07,Discovery
TSPO,1,1.57E-07,Discovery
FAT,1,1.18E-05,Discovery
MRPS12,-1,3.07E-06,Discovery
LMCD1,1,5.31E-12,Discovery
IDI1,-1,4.73E-05,Discovery
EIF2AK4,-1,2.52E-08,Discovery
RPL23,-1,8.87E-10,Discovery
GBA,1,1.96E-09,Discovery
AAAS,-1,2.48E-08,Discovery
YBX2,-1,5.67E-08,Discovery
EIF1AX,-1,3.25E-07,Discovery
PCSK1N,1,3.79E-08,Discovery
RPS26,-1,1.74E-05,Discovery
FAM63A,1,3.58E-11,Discovery
JARID1B,1,2.21E-06,Discovery
DACH1,-1,4.67E-08,Discovery
FBXO4,-1,1.64E-08,Discovery
FEN1,-1,3.61E-06,Discovery
C13orf7,-1,4.11E-11,Discovery
WDHD1,-1,1.34E-07,Discovery
EXOSC8,-1,9.90E-09,Discovery
TMED4,1,4.72E-08,Discovery
CKS2,-1,5.47E-11,Discovery
ST6GAL1,1,2.98E-11,Discovery
MXD4,1,7.51E-07,Discovery
NUP62CL,-1,1.78E-08,Discovery
DEPDC6,1,6.19E-14,Discovery
CHTF18,-1,3.35E-07,Discovery
DPP7,1,3.25E-07,Discovery
EIF5B,-1,1.05E-06,Discovery
CLTC,-1,2.66E-11,Discovery
MORN2,1,4.21E-06,Discovery
TXNL1,-1,8.91E-15,Discovery
GPR56,1,1.32E-11,Discovery
S100A7,1,0.00451801097,Discovery
HIST1H1C,1,1.15E-07,Discovery
UBE2H,1,2.62E-09,Discovery
NEIL3,-1,1.74E-08,Discovery
IRX5,1,4.78E-09,Discovery
HCFC1R1,1,7.16E-08,Discovery
STC1,1,7.16E-09,Discovery
C4orf16,-1,0.00329449744,Discovery
DONSON,-1,1.26E-05,Discovery
FAM107B,1,6.99E-05,Discovery
IMPA1,-1,8.95E-06,Discovery
PADI3,1,4.70E-06,Discovery
UGT1A6,1,7.07E-05,Discovery
SLC31A2,1,1.38E-09,Discovery
FAM5C,-1,8.50E-10,Discovery
OIP5,-1,2.56E-06,Discovery
NNT,-1,1.16E-08,Discovery
PISD,1,1.08E-09,Discovery
ATP1B3,-1,2.79E-11,Discovery
SRP9,-1,1.91E-05,Discovery
PTMA,-1,1.25E-13,Discovery
NDUFA5,-1,2.33E-11,Discovery
EPAS1,1,1.00E-07,Discovery
IFI44,1,4.46E-13,Discovery
DNMT1,-1,1.88E-10,Discovery
ZBTB41,-1,0.01586838592,Discovery
PTP4A1,-1,0.002320706914,Discovery
BRIP1,-1,2.27E-07,Discovery
SERHL2,1,2.66E-09,Discovery
GABPB2,-1,2.78E-10,Discovery
PABPC1,1,1.70E-10,Discovery
PIR,-1,1.44E-09,Discovery
C10orf119,-1,2.10E-07,Discovery
C13orf34,-1,1.74E-07,Discovery
FAM35A,-1,4.59E-05,Discovery
C6orf141,1,1.58E-06,Discovery
LOC147804,-1,7.06E-08,Discovery
ORC1L,-1,2.32E-10,Discovery
ZCCHC17,1,4.33E-08,Discovery
C3orf14,-1,6.11E-08,Discovery
TIPIN,-1,1.20E-05,Discovery
C4orf18,1,4.70E-05,Discovery
CSE1L,-1,2.15E-09,Discovery
C1D,-1,2.25E-11,Discovery
DHFRL1,-1,5.92E-07,Discovery
BBS4,1,2.02E-07,Discovery
PLA2G10,1,1.55E-05,Discovery
EIF4EBP2,-1,3.13E-08,Discovery
HLA-F,1,3.79E-08,Discovery
FAM119A,-1,7.83E-08,Discovery
EGR1,1,8.45E-08,Discovery
ATAD2,-1,4.06E-08,Discovery
NEU1,1,2.76E-10,Discovery
IER3IP1,-1,9.57E-09,Discovery
GDF15,1,6.38E-13,Discovery
C6orf173,-1,4.14E-12,Discovery
XCR1,1,2.36E-05,Discovery
DAB2,1,9.28E-09,Discovery
GNPTG,1,8.99E-08,Discovery
LYAR,-1,2.14E-07,Discovery
C3orf10,1,2.02E-08,Discovery
B3GALTL,-1,7.61E-06,Discovery
KIFC1,-1,1.27E-07,Discovery
SACM1L,-1,3.36E-08,Discovery
CARS2,-1,2.24E-07,Discovery
HLA-E,1,3.86E-07,Discovery
PPM1G,1,6.29E-06,Discovery
CCNF,-1,7.41E-10,Discovery
ACY1L2,-1,9.56E-08,Discovery
B4GALT1,1,1.97E-08,Discovery
ZBTB2,-1,2.29E-08,Discovery
HM13,1,2.02E-07,Discovery
AP1S2,-1,1.01E-05,Discovery
C6orf48,1,3.13E-09,Discovery
GLA,1,2.28E-09,Discovery
STOM,1,2.12E-10,Discovery
PKMYT1,-1,6.81E-09,Discovery
KCNK5,1,1.07E-08,Discovery
FLJ32745,-1,3.30E-05,Discovery
RPL13,1,4.27E-07,Discovery
INPP4B,1,4.03E-09,Discovery
AGPAT5,-1,2.09E-07,Discovery
PKIB,1,7.36E-07,Discovery
SPAG5,-1,3.45E-08,Discovery
SNRPD1,-1,8.83E-08,Discovery
CCDC71,1,1.86E-07,Discovery
TCN1,1,3.01E-11,Discovery
EIF4G1,-1,1.74E-08,Discovery
BHLHB2,1,1.14E-06,Discovery
NUDT8,-1,5.03E-07,Discovery
PPIL1,-1,8.79E-13,Discovery
TMPO,-1,2.68E-09,Discovery
TSN,-1,1.11E-13,Discovery
U2AF2,-1,9.61E-10,Discovery
RASGRP1,1,5.34E-11,Discovery
ST8SIA4,1,7.09E-09,Discovery
TXNDC5,1,9.30E-08,Discovery
CBFB,-1,1.79E-06,Discovery
PRKDC,-1,3.92E-07,Discovery
UBE2L6,1,4.54E-08,Discovery
CHRNA5,-1,1.06E-07,Discovery
BTG2,1,6.16E-11,Discovery
MOCS2,1,2.33E-05,Discovery
EPB41L5,1,2.91E-07,Discovery
KLF5,-1,1.20E-07,Discovery
TM4SF1,1,1.09E-09,Discovery
UBE2V2,-1,1.85E-05,Discovery
KRT15,1,1.15E-09,Discovery
WDR74,-1,6.74E-06,Discovery
MTMR4,-1,1.63E-07,Discovery
GTSE1,-1,5.14E-08,Discovery
AMBP,1,0.001292809157,Discovery
TMEM45B,1,3.82E-09,Discovery
MRPL19,-1,5.19E-06,Discovery
C18orf24,-1,2.44E-09,Discovery
KIAA1324,1,2.70E-13,Discovery
MCM4,-1,2.28E-09,Discovery
NOC3L,-1,7.12E-06,Discovery
RRM1,-1,1.62E-07,Discovery
PLOD2,-1,0.0006692176237,Discovery
VRK3,1,8.59E-07,Discovery
NUP54,-1,4.06E-08,Discovery
NPAT,-1,1.52E-05,Discovery
MCART1,-1,3.08E-08,Discovery
FGD3,1,5.89E-10,Discovery
DICER1,-1,0.001963438998,Discovery
MRPS33,1,1.65E-07,Discovery
ZNF395,-1,1.39E-07,Discovery
UTP11L,-1,1.57E-12,Discovery
UBE2NL,-1,3.59E-11,Discovery
NFKBIA,1,2.40E-06,Discovery
CP110,-1,0.0007601990823,Discovery
DKK1,1,1.04E-05,Discovery
CCL5,1,1.42E-05,Discovery
DNAJB9,1,1.25E-07,Discovery
SURB7,-1,2.84E-12,Discovery
H1FX,-1,5.02E-05,Discovery
SERBP1,-1,3.28E-05,Discovery
GBP2,1,1.07E-08,Discovery
CBX3,-1,2.91E-07,Discovery
CFB,1,6.83E-10,Discovery
POLE2,-1,1.20E-08,Discovery
IL24,1,2.21E-09,Discovery
OR5P3,1,6.90E-06,Discovery
PIGP,1,2.53E-08,Discovery
CLUAP1,1,1.74E-09,Discovery
NCAPD2,-1,2.79E-06,Discovery
FLJ35767,1,2.42E-08,Discovery
BCLAF1,-1,0.003772992174,Discovery
FLJ43339,1,9.65E-08,Discovery
SMOX,1,3.77E-05,Discovery
CBFA2T3,1,8.49E-07,Discovery
SLC2A3,-1,0.02355757797,Discovery
BTG1,1,3.21E-09,Discovery
PHF5A,-1,4.02E-06,Discovery
EFNA1,1,1.35E-11,Discovery
NAT9,1,2.18E-09,Discovery
PPIAL4,-1,1.52E-08,Discovery
CHORDC1,-1,1.34E-05,Discovery
TCP1,-1,1.25E-11,Discovery
KRTAP10-11,-1,9.82E-10,Discovery
DCC1,-1,2.79E-06,Discovery
BCAS1,1,6.81E-06,Discovery
LRRC50,1,3.81E-09,Discovery
RBM13,-1,1.53E-08,Discovery
E2F2,-1,1.55E-09,Discovery
STAT1,1,8.14E-15,Discovery
PREX1,1,3.45E-14,Discovery
C9orf106,1,3.63E-06,Discovery
MAD2L1,-1,3.26E-06,Discovery
ZWINT,-1,1.96E-10,Discovery
SLC2A6,1,1.77E-05,Discovery
ERGIC1,1,2.02E-07,Discovery
IL18,-1,4.30E-09,Discovery
KLF9,1,5.59E-05,Discovery
DUXA,-1,4.11E-08,Discovery
TAF9,-1,3.92E-07,Discovery
BUB3,-1,1.17E-07,Discovery
ZNF467,1,3.19E-07,Discovery
ENC1,1,3.22E-07,Discovery
DSCR2,-1,5.92E-07,Discovery
EFHD1,1,3.75E-05,Discovery
UTP18,-1,2.28E-09,Discovery
C11orf51,-1,1.53E-08,Discovery
IRAK1BP1,1,2.30E-08,Discovery
ANKRD43,-1,2.45E-09,Discovery
MYO18A,-1,7.29E-13,Discovery
RRAS,1,3.70E-08,Discovery
SLC25A38,1,3.67E-09,Discovery
DUSP1,1,6.27E-10,Discovery
IFIH1,1,1.20E-11,Discovery
TUFT1,1,1.58E-09,Discovery
WIPI1,1,2.66E-09,Discovery
PGM5,1,1.14E-06,Discovery
SLC7A2,1,2.85E-11,Discovery
SUV39H1,-1,2.40E-07,Discovery
HNRPH2,-1,3.47E-12,Discovery
HMMR,-1,1.31E-05,Discovery
FAM83D,-1,3.58E-08,Discovery
CEBPD,1,2.80E-08,Discovery
ATP8B2,1,3.52E-10,Discovery
KIAA1033,-1,5.62E-06,Discovery
PRR11,-1,9.78E-07,Discovery
OSBPL8,-1,5.39E-05,Discovery
RNASEH2B,-1,1.51E-08,Discovery
DHFR,-1,1.34E-07,Discovery
SSR2,1,1.67E-05,Discovery
PLEKHB1,1,7.45E-08,Discovery
FBXO27,-1,1.31E-07,Discovery
TXNDC12,-1,2.07E-08,Discovery
CD164,-1,6.16E-11,Discovery
CTH,-1,2.24E-09,Discovery
NAT14,1,4.04E-07,Discovery
FZD1,-1,4.00E-07,Discovery
IL24,1,9.48E-09,Discovery
DTX3L,1,6.85E-08,Discovery
CDKN1A,1,1.63E-11,Discovery
TMEM2,1,3.17E-12,Discovery
PBX1,1,3.33E-06,Discovery
RFC3,-1,2.35E-08,Discovery
SPOCD1,1,1.45E-08,Discovery
PRRT3,1,6.04E-07,Discovery
SEPP1,1,2.00E-06,Discovery
NXT2,-1,1.07E-09,Discovery
MTHFD1,-1,1.17E-07,Discovery
SUSD3,1,1.94E-05,Discovery
HTRA2,1,5.43E-09,Discovery
LOC729063,-1,7.31E-08,Discovery
TTRAP,-1,6.17E-13,Discovery
UHRF1,-1,3.68E-08,Discovery
CCNA2,-1,7.52E-09,Discovery
VKORC1,-1,1.46E-09,Discovery
TUBB8,-1,1.88E-10,Discovery
LRRC59,-1,4.57E-10,Discovery
TRIM16,1,1.56E-06,Discovery
TMEM149,-1,1.76E-08,Discovery
GNPNAT1,-1,4.61E-09,Discovery
RAB22A,-1,0.0002439613381,Discovery
SLC43A2,1,4.66E-08,Discovery
CDKN1A,1,1.40E-06,Discovery
ALS2CR14,-1,8.45E-12,Discovery
PRIC285,1,1.22E-12,Discovery
SPSB2,1,1.28E-09,Discovery
CITED4,1,6.53E-07,Discovery
HEATR1,-1,6.67E-10,Discovery
NUDT18,1,1.31E-10,Discovery
CXCL1,1,4.15E-05,Discovery
HSH2D,1,6.09E-10,Discovery
TTK,-1,1.86E-07,Discovery
RAB13,1,7.40E-07,Discovery
KCNK15,1,1.63E-11,Discovery
AMD1,-1,1.18E-07,Discovery
PHIP,-1,0.002057289575,Discovery
PSIP1,-1,9.12E-09,Discovery
MAS1,1,1.21E-06,Discovery
SERPINA3,1,3.13E-11,Discovery
DOCK8,-1,2.68E-08,Discovery
PLK4,-1,7.52E-07,Discovery
SERF2,1,3.03E-09,Discovery
OBFC1,1,2.53E-08,Discovery
FAM122B,-1,8.47E-10,Discovery
NUAK2,1,4.00E-09,Discovery
ZNF217,1,3.02E-06,Discovery
FLJ25416,-1,1.17E-07,Discovery
NUPR1,1,1.73E-08,Discovery
RAB26,1,6.16E-11,Discovery
C16orf75,-1,1.48E-08,Discovery
DHRS13,-1,1.15E-06,Discovery
XPC,1,2.29E-08,Discovery
MSMB,1,1.21E-06,Discovery
FLJ20105,-1,4.15E-08,Discovery
SKP2,-1,8.05E-07,Discovery
YPEL3,1,3.11E-05,Discovery
HSPB8,1,1.14E-05,Discovery
LOC401052,1,6.22E-11,Discovery
CXCL12,1,3.22E-15,Discovery
LOC731809,-1,3.12E-16,Discovery
CEP57,-1,7.41E-07,Discovery
TUBB3,1,2.84E-07,Discovery
CXCL10,1,2.97E-05,Discovery
C12orf5,1,3.52E-10,Discovery
SIDT2,1,4.98E-09,Discovery
EML2,1,0.0002430801378,Discovery
PAPPA2,1,4.06E-06,Discovery
UQCRH,-1,2.08E-15,Discovery
TRIM4,-1,8.51E-10,Discovery
STAG1,-1,2.95E-07,Discovery
TPX2,-1,1.94E-08,Discovery
CAMSAP1L1,-1,0.003139832351,Discovery
LOC201725,-1,1.99E-09,Discovery
FLJ43870,-1,2.50E-08,Discovery
ESCO2,-1,9.20E-08,Discovery
MOBKL1A,-1,8.96E-06,Discovery
JAK1,1,9.09E-09,Discovery
INSIG1,-1,7.93E-09,Discovery
SERPINB5,1,9.77E-09,Discovery
SCAND1,1,6.96E-08,Discovery
EXT1,1,5.22E-09,Discovery
SHFM1,-1,7.97E-11,Discovery
KIF11,-1,2.73E-08,Discovery
GAMT,1,2.54E-07,Discovery
DNMT3B,-1,7.09E-09,Discovery
GPR137B,1,3.06E-09,Discovery
THRSP,1,1.06E-09,Discovery
UBTD1,1,3.46E-07,Discovery
ABCA4,1,1.10E-05,Discovery
FLJ20035,1,5.98E-11,Discovery
CAMK1D,1,4.82E-09,Discovery
ADI1,-1,0.0002077972035,Discovery
GRHL1,-1,6.05E-10,Discovery
C21orf57,1,3.19E-08,Discovery
C4orf19,1,3.47E-07,Discovery
AFTPH,-1,1.05E-13,Discovery
MMP9,-1,2.70E-07,Discovery
CLIC3,1,2.06E-08,Discovery
PRSS8,1,1.91E-05,Discovery
GRINA,1,2.43E-05,Discovery
HNRPA2B1,-1,3.06E-09,Discovery
TRIP13,-1,6.79E-09,Discovery
SPAST,-1,0.001432678262,Discovery
DDX58,1,3.52E-12,Discovery
DUSP3,1,1.83E-06,Discovery
MYO1B,1,2.87E-06,Discovery
NFAT5,1,1.22E-09,Discovery
SUZ12,-1,0.02036268599,Discovery
HIST2H4A,1,7.04E-05,Discovery
IRF7,1,3.92E-11,Discovery
E2F7,-1,3.93E-09,Discovery
PAPOLA,-1,7.97E-06,Discovery
CXCR7,1,1.82E-09,Discovery
IDS,-1,5.72E-09,Discovery
MCM8,-1,2.10E-10,Discovery
GLS,1,3.59E-07,Discovery
NUDT21,-1,1.50E-07,Discovery
MOSC1,-1,4.38E-09,Discovery
FDXR,1,9.57E-09,Discovery
DNAJC9,-1,3.46E-08,Discovery
KIF4A,-1,4.55E-08,Discovery
ARMCX3,1,3.09E-06,Discovery
ATF3,1,2.36E-09,Discovery
NPY1R,1,5.80E-09,Discovery
ARS2,-1,1.48E-06,Discovery
HMOX1,1,0.0001073042742,Discovery
BBS1,1,3.78E-09,Discovery
VBP1,-1,0.0006477757568,Discovery
BRI3BP,-1,6.49E-05,Discovery
SESN1,1,5.19E-10,Discovery
E2F1,-1,6.44E-08,Discovery
RFTN1,1,2.58E-08,Discovery
RPL37,1,1.28E-05,Discovery
RGS16,1,0.0004993184303,Discovery
FAIM,-1,2.42E-08,Discovery
SPN,-1,1.04E-09,Discovery
GSN,1,1.77E-09,Discovery
S100P,1,3.70E-08,Discovery
IFITM1,1,4.57E-10,Discovery
CENPA,-1,9.68E-08,Discovery
UCHL5IP,-1,4.05E-11,Discovery
COQ3,-1,9.92E-09,Discovery
YEATS4,-1,1.76E-07,Discovery
CROP,-1,2.83E-09,Discovery
SLC26A2,1,1.07E-07,Discovery
RABAC1,1,5.30E-06,Discovery
CCDC109B,-1,3.06E-09,Discovery
PSG9,1,1.15E-09,Discovery
MYO16,1,2.46E-08,Discovery
PPIH,-1,3.78E-08,Discovery
ATF1,-1,5.67E-08,Discovery
CCNB2,-1,5.03E-08,Discovery
THOC1,-1,2.92E-07,Discovery
RHOB,1,2.29E-08,Discovery
PTTG1IP,1,1.58E-09,Discovery
SLC36A4,-1,8.94E-06,Discovery
C11orf58,-1,2.25E-09,Discovery
DEPDC1,-1,2.70E-06,Discovery
CBWD3,-1,1.93E-09,Discovery
DNAJC12,1,6.53E-07,Discovery
TMC4,1,3.13E-12,Discovery
MVP,1,1.09E-10,Discovery
C9orf114,-1,3.47E-06,Discovery
C3orf28,-1,2.20E-11,Discovery
ADA,1,1.46E-06,Discovery
ARTN,1,6.63E-11,Discovery
CAPZA1,-1,3.22E-15,Discovery
POLD4,1,6.10E-11,Discovery
MAG,1,1.33E-08,Discovery
CXCL12,1,1.65E-10,Discovery
TSPAN15,1,4.39E-10,Discovery
CETN3,-1,1.92E-07,Discovery
ATP11C,-1,8.27E-08,Discovery
MSI2,1,4.28E-06,Discovery
HOMER1,-1,7.06E-07,Discovery
C12orf23,-1,1.14E-06,Discovery
THBS3,1,3.41E-05,Discovery
ABAT,1,2.34E-11,Discovery
C15orf48,1,1.16E-08,Discovery
CD24,1,4.30E-09,Discovery
IFITM3,1,2.52E-11,Discovery
ANKRD32,-1,3.07E-08,Discovery
TK1,-1,5.69E-10,Discovery
TYMS,-1,6.65E-08,Discovery
ACADVL,1,4.19E-06,Discovery
MESP1,1,6.50E-09,Discovery
MCM3,-1,2.68E-08,Discovery
C14orf145,-1,2.05E-08,Discovery
NICN1,1,1.66E-07,Discovery
STIL,-1,4.95E-08,Discovery
CYP1A1,1,9.68E-12,Discovery
ALDH1A3,1,2.98E-11,Discovery
ZNF394,1,3.52E-10,Discovery
FAM33A,-1,2.03E-08,Discovery
KIF14,-1,7.93E-07,Discovery
CDC45L,-1,1.18E-09,Discovery
DUSP4,1,2.88E-08,Discovery
TMEM180,-1,2.42E-06,Discovery
LOC731049,-1,2.04E-08,Discovery
UGT2B17,1,2.48E-10,Discovery
HMG1L1,-1,2.19E-12,Discovery
KIF15,-1,2.27E-08,Discovery
VAMP5,1,3.27E-09,Discovery
HSD17B14,1,2.78E-07,Discovery
GINS2,-1,2.65E-07,Discovery
NDRG1,-1,0.001884563193,Discovery
PLA2G4C,1,1.18E-12,Discovery
ASRGL1,-1,1.80E-07,Discovery
OAS2,1,3.81E-10,Discovery
FER1L3,1,8.43E-10,Discovery
RHOQ,1,1.41E-06,Discovery
FANCD2,-1,9.14E-11,Discovery
RNASEH2A,-1,2.37E-07,Discovery
SBEM,1,3.45E-09,Discovery
PGR,1,2.79E-06,Discovery
CXorf39,-1,5.95E-08,Discovery
RELB,1,5.66E-07,Discovery
TFF3,1,2.05E-10,Discovery
KIF23,-1,2.18E-08,Discovery
GRN,1,4.25E-08,Discovery
KRTHB6,1,2.15E-09,Discovery
PIP5K2B,-1,7.52E-09,Discovery
DDR1,1,1.89E-07,Discovery
CYP26B1,1,1.51E-07,Discovery
WISP2,1,3.65E-07,Discovery
AHR,-1,6.16E-10,Discovery
C2orf18,1,3.36E-09,Discovery
CALML4,-1,4.06E-10,Discovery
EIF1AX,-1,7.77E-07,Discovery
LOC728554,-1,5.32E-06,Discovery
ISG15,1,1.82E-15,Discovery
HIST1H2BK,1,8.34E-08,Discovery
C4orf18,1,5.59E-06,Discovery
MGC59937,1,5.69E-07,Discovery
MDC1,-1,2.60E-06,Discovery
SPC25,-1,8.00E-11,Discovery
DEPDC1B,-1,2.14E-08,Discovery
HCG9,-1,2.11E-06,Discovery
UBAP2L,1,8.21E-08,Discovery
NINJ1,1,6.83E-10,Discovery
MCM5,-1,3.12E-08,Discovery
ASPM,-1,3.24E-05,Discovery
SDC1,1,1.50E-06,Discovery
TMEM136,1,3.50E-08,Discovery
ITPR3,-1,1.73E-05,Discovery
ZNF223,-1,8.45E-12,Discovery
SERINC3,1,7.07E-08,Discovery
ATP2A2,-1,1.79E-07,Discovery
EIF5,-1,5.84E-05,Discovery
SOX4,1,2.96E-09,Discovery
C11orf59,1,2.33E-11,Discovery
TSPAN6,1,0.7468072671,GSE120805
